33F7CXYXMRWM6OGXJM3U4NTB64	JEAN's the name. <br> <br/> I was born and raised in CALI.
QJHUFZSYGS2V6MOMXQCALYB2HA	Just graduated in May 2007 from Chaffey College in Rancho Cucamonga. My degree is Computer Information Systems. I am currently attending Cal State San Bernardino for the fall and studying Business. I play baseball for the school and as a hobby. I also like to watch movies, love to hear music and dance. I just enjoy life!
QCWF7TZPPEGX22NUAVZXLW3VAY	Im tyler, of illinois, And got alot of question's,. lol
QV24ASL4OYMHG53RHAO5ONMILE	hi im lara, i am a complete animal lover. That is probably because most of my family works with animals, my uncle alan and auntie beth live on a animal farm, my nanny anne lives in a cottage in the new forest with an acre of back garden, my grandad mick only has fish and a dog and my other grandparents have a animal rescue. <br> <br/> and well me , mum, dad, brother tom, brother josh and sister ella live in the countryside with 5 acres of garden.We also rescue a few animals. <br> <br/> we have <br> <br/> guinea pigs(alpacas, smooth, abyssinian, crested, sheltie, coronet, teddy, peruvian and texel) <br> <br/> rabbits(lops, lionheads and giants) <br> <br/> dogs( dachshunds, yorkies, bulldgogs, labs) <br> <br/> cats( ameican curl, maine coon) <br> <br/> fish ( coldwater and warm water) <br> <br/> goats, shetland ponies, new forest horses, shire horses, pigs( goucestershire old spots and pot bellied), sheep, chickens, geckos, chameleons, parrots, zebra finches, canaries, bengalise finches, budgies, hamsters, gerbils, rats, mice, turkeys, ferrets,chinchillas and others
RT5PWV5NMZ33I2GTI2OTFDANFQ	I'm a California boy who loves baseball and kayaking. There's nothing quite like setting paddle to the Pacific!
RKNMQDD2I7YLI63UEUNKLLM52Q	Hey dolls! My name is Millie and Im 13. Im form California but I live in Arkansas. I want to be an Actress and Model. If you can help, THANK YOU!!! =]
RKZJT5TYBTDWK5BOLWPK7K6AQM	Manchester is such a boring plaaceeeee :(
R4IRCIF5XHMR5VDZVFN5GW2LMU	18 years old. <br> <br/> Philippines. <br> <br/> Russell's the greatest. <br> <br/> Jordan's the best. <br> <br/> Kobe's the second best. <br> <br/> The rest is history. <br> <br/> <br> <br/> Check out my articles at : <a href="http://www.laballtalk.com" rel="nofollow">http://www.laballtalk.com</a> <br> <br/> DISCLAIMER : I have been AWOL in this site since I got busier in my stuffs. But during summer, I'll be back. <br> <br/> -------------------------- <br> <br/> Magnifico! <br> <br/> <br> <br/> The marauder's masterful massacre of mayhem and medley, <br> <br/> mending mawkish fezelings and mysterious marks through the myriad of misery. <br> <br/> <br> <br/> Meticulous and methodical, that of a marvelous mind, the thought of mirth lies in the majestic marble. No mishap or misfit, though a mortal, yet a monarch in its monolithic world. <br> <br/> <br> <br/> The momentous moratorium of my character remains moot. <br> <br/> <br> <br/> For the sake of morale and mercy, you may call me M.
RIBOZO5UHFBSHTTP2EYLIWURBI	I live in Boston, MA, work on Fenway, Go Sox. I have many interests such as cooking, baking, reading and Scrabble! I have a 10 year old son and a baby on the way. =) Anything else, just ask!
RPGLOVEDA2XPDY5BYCAW46JR5I	Hi i'm 19 from manchester and at this moment i'm travelling south east asia for a couple of months.
RIVH6KAZUMNQFH6W7CR4VPME7A	Life is transient but Love lives on. <br> <br/> <br> <br/> Let your love flow outwards through the universe, <br> <br/> To its height , its depth, its broad extent, <br> <br/> A limitless love, without hatred or enmity, <br> <br/> Then as you stand or walk, <br> <br/> Sit or lie down, <br> <br/> As long as you are awake, <br> <br/> Strive for this with a one pointed-mind; <br> <br/> Your life will bring heaven to earth. <br> <br/> <br> <br/> -The Buddha- <br> <br/> Sutta Nipata. <br> <br/> <br> <br/> Letting go with love... <br> <br/> To live in this world <br> <br/> You must be able <br> <br/> To do three things: <br> <br/> To love what is mortal; <br> <br/> To hold it <br> <br/> Against your bones knowing <br> <br/> Your life depends on it; <br> <br/> and, when the tizme comes to let go, <br> <br/> To let it go. <br> <br/> <br> <br/> Poet: Mary Oliver. <br> <br/> <br> <br/> Y/A is a good friend while I grieve for my husband, George. <br> <br/> May we find meaning in life and in death. <br> <br/> May all sentient beings be well and happy!
RLNZCHRA7JOX2CCNGH2ZM3RZRM	I am 35 years old. I am married to a wonderful husband of 14 years. I have beautiful toddler. I am a stay at home mom. I have always loved children and always felt like it was my calling in life to be a stay at home mom. Life didn't seem to go that way for many years. I was married at the age of 21 and had a long battle with infertility. Finally through IVF I was able to conceive our son. I have had lots of experience with children through babysitting, volunteer work, and I operated a day care. After a long hard road I am finally able to raise a child of my own. He is the biggest blessing in my life and brings me such joy. We live in central Texas and we are new to the area. I grew up in Oregon and lived most of my married life in Southern California. Overall, I am a happy person with a casual/kick back personality, who loves people.
RIHJES5CZZOD2TWCT2W36GDO6U	I'm 100% Polish. KOCHAM POLSKE. I live in Illinois, I came here in the year 2000, and I miss Poland soo much.
RBPSKY2GWBVTTK3UTUV3BWTWNI	I am a decent normal man. I live in India and am 40 yrs divorced man.
R56MXYCJJJDRGPJ3B35VF4X27U	my name is jordi <br> <br/> i go to school in whittier but i live in ontario
RMO576GEVERHZUGCYTG6RLDTA4	Egyptologist, Sared Ancient Healing Stone Jewelry, Holistic medicine, Artist, Model, Author, Poet, Hand Painted Stained Glass, married three times, divorced 18 years, 50years old, sister with MPD, I have PSTD and Multiple Sclerosis (MS), State and Federal law Real Estate knowledge, Avon, Marykay, Psychic, Runes Master, Chef, live in Seattle area, Song writer, HVAC knowledge-own export business for government, media knowledge, pro. gardener, victim child molestation (father 6 years), in foster homes, human and animal first aid, Henna tatoo artist, seamstress (sew), Karaoke, bellydance, Kama Sutra, World traveler, follow earthquakes and astronomy, home decorator, color consultant, dream intrerpratation. Currently single, but still looking for a really honest and true guy, over 40, also SINGLE! E-Mail me!
RNYEXJIC3TWDDA6KTDRWOIQGF4	Im male, South African and 22yrs old. But spend most of my time in the states, working at country clubs.
RHRR3MLEKF32FTXPWHNOFGBMVY	Hey, I'm Candace and I live in Massachusetts. I love animals and have 6 ferrets, 3 gerbils, and two dogs. Music is my passion and i hope to major in music when i graduate. I'm online all the time cause I have no life. My sarcasm annoys some people and many won't appreciate my answers, but hey - you asked them publically didn't you? Oh, and please don't ask stupid questions with an obvious answer. That's what google is for!
R4Q66COWRXJJTO57QPQCGTUIZM	I am 18, My given name is Jamaal James Jackson Jr. Errbody call me Purple Rain. I currenly live in Philadelphia, PA. Sorry ladies, but i'm taken (i know its a heartbreaker). I have had currently had run-ins with law inforcement in Sedgwick Co. Kansas. So, I am well known in that area too. My favotie things are basketball, music and acting dumb and stupid. My favorite team is the Philadelphia 76ers. Also to learn more 'bout me turn to my freinds Alex the Angel and TDish, and my girl Sexy Asian, in my contacts.
RSY2DTJ7DHNQ2YMKRNY6XVDKVA	Whats up eveybody! My name is Rachel I live in Cali...the Bay Area! Im a licensed cosmetologist and work at a tanning salon and also do hair and hair extensions...
RLWNXP42VCHAL2KS3BVPSUBPEA	I'm Emmy, a freelance makeup artist working out of CT, USA. Check out my blog—emmydoesmakeup.com—for tips and reviews!
R4PRCKD3I4WCU3LJJZQUJ73FQY	Hola ppl... I´m Katie... I am 18 years old from Oxford with Blonde Hair and blue eyes. <br> <br/> I am currently studying in 6th Form in Oxford. I am hoping to get the grades from my A-levels to get into uni and study Primary Teaching. <br> <br/> I like to go out wit mates clubbin and pubbin (lolz), shoppin, to the gym, I love to swim, I also like tryin new things. <br> <br/> If you want to know anything else just ask!!!
ROWLCLK74HAWO7YXWFTVS7UNAI	People call me Manny. I'm a 21 year-old Mexican bass guitarist from Northern California. I mainly hang out in the Rock&Pop section (just change it to Rock&Metal. lol) I love rock, punk, metal, it's sub-genre's, and rap mixed with any of these kinds of music. I play lots of bass guitar everyday, and I'm hoping to get better at what I do and jam with a band sometime. If anyone's willing to do a collaboration with me, shoot me a message. \m/ <br> <br/> <br> <br/> One of my favorite metal bands in the world is The Worshyp. If you love metal, check them out! <br> <br/> <br> <br/> My YouTube channel for my bass covers: <br> <br/> www.youtube.com/manny4356
RKZBNOLBH43GXUSF56HXLDQFCU	> Doctorate in Christian counseling <br> <br/> > Author of "Protective Custody: Miracles Happen When God Has You Right Where He Wants You" and "Breakfast With The King" <br> <br/> > Speaker at Women's Retreats, conferences and Seminars <br> <br/> > live in Pacific Northwest USA <br> <br/> > Pastor's wife <br> <br/> > Mom, grandmother of 2, step-grandma of 1 more <br> <br/> Motorcyclist
RDHXRW35C57DFY3R4YTNHQB56I	We humans have set foot on another world in a place called the Sea of Tranquility [the moon], an astonishing achievement for creatures such as we, whose earliest footsteps three and one-half million years old are preserved in the volcanic ash of east Africa. We have walked far. <br> <br/> -Carl Sagan <br> <br/> <br> <br/> "I am not an Athenian, nor a Greek, but a citizen of the world." - Socrates <br> <br/> <br> <br/> Our loyalties are to the species and the planet. We speak for Earth. Our obligation to survive and flourish is owed not just to ourselves, but also to that cosmos ancient and vast from which we spring. <br> <br/> -Carl Sagan <br> <br/> <br> <br/> "My country is the world, all men are my brethren and my religion is to do good." <br> <br/> -Thomas Paine <br> <br/> <br> <br/> <a href="http://www.youtube.com/watch?v=oY59wZdCDo0" rel="nofollow">http://www.youtube.com/watch?v=oY59wZdCD...</a> <br> <br/> <a href="http://www.youtube.com/watch?v=WibmcsEGLKo" rel="nofollow">http://www.youtube.com/watch?v=WibmcsEGL...</a> <br> <br/> <a href="http://www.youtube.com/watch?v=lPM-vKpiKR0" rel="nofollow">http://www.youtube.com/watch?v=lPM-vKpiK...</a> <br> <br/> http://www.youtube.com/watch?v=drAWo_zFh8M <br> <br/> http://www.youtube.com/watch?v=IOXMjCnKwb4&feat
RUGV2GT4AGNZETIFZNZSLX25O4	Hey <br> <br/> <br> <br/> I am from London, England. I work in a police Station and I am a Psychic Medium. <br> <br/> <br> <br/> Get in touch if you wanna know more!
RTGICLBQUIZOQDYMT3QXXQTJGU	nicole 29 married but separated three boys and two of my boys special needs.also am a stay at home mom .am from chicago ill i move to az 1995 started highschool here i went to camellback and i moved to az for a better life for me and my son i was 15th when i had him. god changed my life
RXJPSH4D7NKW5EH3ONSYMBUQJI	Hai I'm XthebetterX (lol that's not actually my name but hey) im 13 and live in the UK .
RVZA2VMBPK4RVUXHOCQDKQXQYA	Hello~! Thanks for stopping by my little Yahoo profile. My name is Adisa and I live in Washington. Yes, an uncommon name, but I don't really mind. I'd like to quickly add that it means "clear". Lol. xD I'm a fun teenager and go to school like almost every other normal teenager does. Literature is my best subject, math is probably my worst. Lmfao. Uhmm... I like music, reading, animals, shopping, and I am obsessed with Twilight... TEAM EMMETT & JASPER! :3 I dislike insects because they creep the hell out of me, annoying little kids, and people who are plain snobby and rude. If you can't act like a decent individual, I most likely won't like being around you. I'm pretty nice though, and I usually never fail at making somebody laugh. My sense of humor is extreme. :D The questions I answer on here are the ones that interest me the most at the moment, so I hope my answers are to your liking. I love when I get the best answer, it always makes my day a little better. :) That's all for now...
RWSLZZAI43RKO5PAG2CYVZRY6U	Our Plastic & Cosmetic Surgeon at Divine Cosmetics Surgery specialized in Liposuction, Hair transplant, Breast enlargement including Endoscopic Scarless Breast Augmentation, VASER, Breast reduction including short scar procedures, Nose surgery, facelift, botox etc in Delhi, Gurgaon & Noida.
RUOTRTNYCBFFKFR32TE2KPN4QM	Hey, I'm Paityn. Full name = Paityn McKinley.. Look me up on Facebook, I guess. GO TEXAS!
