3INJ4LZC7PNUZNQX4VMS3IK2B4	hi, i love photograpy and live in arkansas. please help answer my questions! ill help answer yours!
6BORH4IZEVEKO7ZV3LGYELQKEU	"I'd rather be hated for who I am, than loved for who I am not. " <br> <br/> - Kurt Cobain <br> <br/> <br> <br/> Hey I'm Lily and I love music & fashion! My favorite genre is alt. rock. <br> <br/> <br> <br/> Favorite bands/singers: <br> <br/> Red Hot Chili Peppers <br> <br/> Nirvana <br> <br/> The Bravery <br> <br/> Soundgarden <br> <br/> Cream <br> <br/> Sonic Youth <br> <br/> Stone Temple Pilots <br> <br/> The Strokes <br> <br/> The Doors <br> <br/> Deep Purple <br> <br/> Lily Allen <br> <br/> The Clash <br> <br/> The Virgins <br> <br/> The Beatles <br> <br/> The Stooges <br> <br/> The Who <br> <br/> Nightwish <br> <br/> Creedence Clearwater Revival <br> <br/> R.E.M. <br> <br/> David Bowie <br> <br/> Pixies <br> <br/> Mt. St. Helens Vietnam Band <br> <br/> Alice in Chains <br> <br/> Opeth <br> <br/> Boston <br> <br/> Hole <br> <br/> Led Zeppelin <br> <br/> Steppenwolf <br> <br/> Kate Nash <br> <br/> Grizzly Bear <br> <br/> <br> <br/> Favorite Stores: <br> <br/> Urban Outfitters <br> <br/> Forever 21 <br> <br/> Delia's <br> <br/> Dillard's <br> <br/> PINK <br> <br/> <br> <br/> Fave TV Shows: <br> <br/> Chuck <br> <br/> Futurama <br> <br/> What Not to Wear <br> <br/> Sex and the City <br> <br/> <br> <br/> Last.fm Profile: <br> <br/> <a href="http://www.last.fm/user/fashion_freak_9" rel="nofollow">http://www.last.fm/user/fashion_freak_9</a> <br> <br/> <br> <br/> Original Account (w/R&P Hall of Fame Inductees, don't use it much btw): <br> <br/> <a href="http://answers.yahoo.com/my/profile;_ylt=Ajj2xIP1PG6R9lRnPL_9k3uv.Bd.;_ylv=3?show=6MAtlW2waa">http://answers.yahoo.com/my/profile;_ylt...</a> <br> <br/> <br> <br/> Email me! :)
6INQ2FLT7W45VOVCTWLRWVUCVM	favorite movies (at the present moment) <br> <br/> 1. Eternal Sushine of the Spotless Mind <br> <br/> 2. The Professional <br> <br/> 3. Lost in Translation <br> <br/> 4. Juno <br> <br/> 5. Volver <br> <br/> <br> <br/> favorite bands (at the present moment) <br> <br/> 1. P@tD <br> <br/> 2. Santogold <br> <br/> 3. M.I.A. <br> <br/> 4. The Kills <br> <br/> 5. The Heavy <br> <br/> <br> <br/> i live in Albuquerque, New Mexico and it sucks, but we're not moving anytime soon so... My friends are coolio, most of the time. I love Art History and Art. I can't wait to leave ABQ for somewhere cool, like NYC or Chicago. Where there is a museum bigger then a gallery. Supposedly I act older then I am, but, honestly, that's way cooler then acting like a teenager. That's it in my boring life. If you want to know more e-mail me, i promise i'll respond. : )
6HMSBLFGKL3GXPBZLG72MWB6QE	Hi,I am a guy from China~~~
6XAXSNPA7QLKVTXHKD4RKU4G6Q	Male, 21, UK <br> <br/> <br> <br/> Graphic Designer <br> <br/> <br> <br/> All answers are good answers.
6NMBY27YTQTLJA4LGDSBUDTSFA	I live in Orange County. I am blonde , tan , and have blue eyes. I am ** years old
6JFFLAJD6424W3UV2UWCGQXVKY	-name is makaila <br> <br/> <br> <br/> -love tokyo <br> <br/> <br> <br/> -push my buttons too far then its buh bi! <br> <br/> ♥ simple as that
63KBEKAYML4IPCO4FULD6PBTJQ	i practice judo in Ann Arbor MI. i have belonged to the same dojo since 1998 and now am an instructor at ACE academy of martial arts. i have a black belt in jujitsu. <br> <br/> i'm into recreational sports such as mountian biking, hiking, hunting and camping. <br> <br/> i love my family and we really love helping out in our church. Jesus rocks!
6HUXXM772I7CFDH6PMTHYSCYNQ	I am a 24 year old residing in Florida. I work as an IT professional with a specialty in computer and information security.
64F2LAIA3PIXXJD6ONIZW6GTF4	Hello im a self enployd welder/fabricatour born & bread in portsmouth uk im happy go luckey sort of a bloke the cups halph full sort of out look on life!
6JNJZCR4FZWZKPFIHQIYC3KM5A	"Moderate/Independent" I support: equal, not "special rights", gay rights (including marriage), women's rights, a livable minimum wage, drug decriminalization, equality, and the right to choose. <br> <br/> I also, however support a vigilant stance on fighting terrorism, feel that Muslim terrorists are misguided, and we need to stop appeasing them. I support Israel, as it is the only civilized country in the middle east. And cannot grasp the left's blind support of Islam, whose values are anything but liberal. Political Correctness and lack of satirical thought is what is slowly destroying America and our way of lizfe. I try not to take anything too seriously, especially where Politics and Government are concerned
653J6E4O2IN3FZMVQQ53CKKIMM	Sarah, 19 years old. Play college softball here in Cali. Madly in love.♥ have an amazing team and family. Majoring in business.
6AFUHBNPSW47YXK7E6BC3WQIAE	I am 16 and I live in Jamaica.
6YGHUDUQPEOZPQDL2FZXD5OFVQ	Hi, <br> <br/> <br> <br/> My name is Michel Beaudet, I'm 46, have FA and live in Quebec, Canada. <br> <br/> I'm sending this message to invite people on this list to also join <br> <br/> another list for those with ataxia. The list is called Internaf and <br> <br/> there's also a website full of info at <a href="http://internaf.org" rel="nofollow">http://internaf.org</a> <br> <br/> <br> <br/> International Network of Ataxia Friends is a mailing list for ataxia <br> <br/> patients and family which serves as a support group and information <br> <br/> exchange vehicle. There are currently over 650 subscribers from more <br> <br/> than 40 countries worldwide. <br> <br/> Subscriptions to INTERNAF is free. <br> <br/> For info on how to subscribe, go see, <a href="http://internaf.org/network/services.html" rel="nofollow">http://internaf.org/network/services.htm...</a> or <br> <br/> for email only access click here and send: <br> <br/> internaf-subscribe@yahoogroups.com or <br> <br/> for full yahoogroups features access go to <a href="http://groups.yahoo.com/group/internaf/join">http://groups.yahoo.com/group/internaf/j...</a> <br> <br/> <br> <br/> Bye <br> <br/> ps: Don't hesitate to email me if you have questions about internaf
6IMDLI5DBDR77XJH3PRRWU6OIQ	Dan is, among other things, a writer, musician, and retail manager. He lives in Ontario with his faithful companion and muse, Shakespeare, a large and lazy orange tabby. <br> <br/> <br> <br/> Read more at <a href="http://danielmilling.com." rel="nofollow">http://danielmilling.com.</a>
6SV2AKSZEEAWNDRZOJSDACVHHI	I live in Massachusetts.
6KZTT2ABOKZUPU4ASSFUDMF37Q	I have a B.A. in Business Management and in Speech & Theatre Arts. I am competent in my knowledge of the theater (Broadway and other) though my knowledge of Broadway kind of trickles off at the point that Disney began taking over the B'way stages. <br> <br/> I am a Master of Divinity student at the Graduate Theological Union in Berkeley, CA (that means studying to be a pastor). <br> <br/> I have been an avid TV fan all my life...one is always on in my home. <br> <br/> I can often beat the people on "Jeopardy" and when my family plays games like "Trivial Pursuit" the teams are always me against everyone else.
6RSL7VH4AICIYT7CLUOF5LP6M4	filipino <br> <br/> born and raised in florida united states <br> <br/> athletic.
6RMNT22VZU5CKIVHEWZEQUBMWI	Senior Database Developer <br> <br/> Experience in Web retail databases, City Hall, Lotteries, Hotel, Credit's Systems <br> <br/> <br> <br/> Tools: MS SQL Server 2005,2008, SSIS, SSRS, SSAS, Clarion 6.1, Visual Fox Pro <br> <br/> <br> <br/> Languages:Spanish, English, French <br> <br/> <br> <br/> Living in Montreal, Canada <br> <br/> <br> <br/> I can help people in in topics related to my profession, the tools I use for programming or about traveling to Canada, Montreal (living there), Japan (been there) or to Argentina (I've traveled a lot around) <br> <br/> <br> <br/> Some blogs I made about immigration, healthy habits that wzorked for me and my recommendations on books, videos, music and games <br> <br/> <a href="http://travelimmigrationmontreal.blogspot.com/" rel="nofollow">http://travelimmigrationmontreal.blogspo...</a> <br> <br/> <a href="http://mejores-consejos-nutricion-ejercicios.blogspot.com/" rel="nofollow">http://mejores-consejos-nutricion-ejerci...</a> <br> <br/> <a href="http://best-diet-and-fitness-tips.blogspot.com/" rel="nofollow">http://best-diet-and-fitness-tips.blogsp...</a> <br> <br/> http://myvideosbooksmusicandproducts.blogspot.com/ <br> <br/> <br> <br/> My profesional CV at <br> <br/> http://ca.linkedin.com/in/martinjavierarganaraz
6KXIAKIUQB5Q5QYFYWCZPIJP4E	I'm a student journalist, a writer and an adventurer at heart. Fortune favors the bold and time waits for no one, so I seize every opportunity I can to experience something new and exciting. <br> <br/> <br> <br/> I'm fond of deep conversations. Sometimes I pose arguments that go against my beliefs just to see how others react to them and think. This lets me learn more about other people, myself and my own beliefs. <br> <br/> <br> <br/> I like to inspire people to find their own greatness and I enjoy having a positive impact on the lives of others. I like to joke around and have a good time and I like making people laugh, which I do very often. <br> <br/> <br> <br/> I see myself as the main character in my own story of life while surrounded by billions of other stories. At the same time, I see myself as a supporting character in the stories of others which all add up to a greater story. <br> <br/> <br> <br/> I am the wind and the trees. The sky and the Earth. The ocean and the universe. Yet a single grain of sand in the dessert. <br> <br/> <br> <br/> I am me.
64BY4S5NHK7BR4BMISX4VI6MV4	A girl from earth.
6TMORBTPI3PZWUBGNGGUJOHUKQ	Born 1948. Employed in Computer Programming and Systems Design. Educated in General Engineering and Economics. Have worked for the Federal Reserve System and a major systems software co. Have been consultant to telecom cos., insurance, securities and manufacturing cos. Have studied French, Linguistics, Calculus, Astronomy, basic Psychology. Have lived in two countries outside the US, and 5 states in the US. Have visited Europe and Australasia. Have run for US Congress. Father was combat veteran of WWII and Korean Conflict and while living related personal experience of war, the US military, Federal Executive employment (FAA) as air accident investigator, airline pilot instruction and the aviation industry. I have interests in architecture, engineering achievements and failures, simple DIY methods and materials, energy- efficiencies, economical living, the failure of public schooling, and the current transformation of so-called democracies to oppressors.
655I6HKQXFY7SJZ4LI67UJS7HQ	i'm quiet and alittle werid i like almost any kind of music rock pop hip hop r&b. i'm very shy and bashful when i first meet you,but you get to know me you might say i'm mean. i live in jacksonville,florida and i'm a abit of a loner.i love to write stories and read.
6GTXKDQIGZCAOKMIKPZJRGAHFY	13 years old in canada in grade 8
6Y3PG24JEQYUCT275J77OTDUW4	Hi, my name is Aurora. I like fasting. I am 13 years old and i'm Catholic. I am currently on a water fast so most of my questions will be about water fasting. Bye!
6NJ6UQFRLMQOH25HJEHS67NKCM	Hey I'm Josh. Im a 16 year old, i live in connecticut.
65OJU6RSTPOPIYXDQBXI4QUFNU	I'm 30 yrs of age, Black, dark brown hair,brown skin, i'm a Medical Assistant i have 3 kids 2 boys, 1 girl and i'm pregnant with my 4th baby I Live in Brooklyn I'm in a relationship so far we been together for 3 year now.
6TK7IYEXWC5ZVVVORY6WTGMNEI	Well... <br> <br/> Im 25, I've lived all over the US. I was raised by my grandparents primarily, I was a cheerleader, was brought up as a Christian, but consider myself a panentheist. <br> <br/> <br> <br/> I graduated high school in 2002, joined the US Navy as a Navy Police Officer (MA)... got out of the Navy in July 2006 and I work as a security officer at a local casino now. <br> <br/> <br> <br/> I love to read. I love to think. I love art, in every form. Even forms you may not consider as being art. <br> <br/> <br> <br/> I've studied Philosophy and Fine Arts at St. Leo University's satellite campus and I've done stand-up and sketch comedy. <br> <br/> <br> <br/> In my free time, I enjoy challenging myself. I love to hit the gym, study new subjects, come up with new ideas and other things that I don't have the room for here... <br> <br/> <br> <br/> If you want to add me on MySpace, my URL is <a href="http://www.myspace.com/thejessicacha" rel="nofollow">http://www.myspace.com/thejessicacha</a> <br> <br/> <br> <br/> Ciao
62FGOAIPTMKUET7HP5ASPUZDCI	Dont even know what to say still, <br> <br/> 18 live in croydon in london im down for anything and any questions you have on any problems i can answer you feel me. I like rap hip hop r and b and garage i dont digg none of that rock bullshit but i like linking park and busta or jay z. in spare time i listen to music catch up on work if extremely bored or play games . im good at bball so any one wonna challenge me im dowwn and rite now im looking to get lite up air force ones and seethru ones still. they that crazy sh!t. N e whom message me if you wonna become a msn frend or sutting
6MQ72XLIKLDDARA4I7NR4ZYYQA	hard workin,like to have fun muddin,fishin,huntin and im proud of were i come from! Tennessee
62DNCIDV5H3U2T6YMOK2GULHCY	🔥5855 Lewis Avenue <br> <br/> Long Beach, CA 90805🔥 <br> <br/> <br> <br/> 💜 Sleepless💕 By Jamie Foxx Jan 2017
6NTJRS4TOP46SXAZT6MZWBYRYM	I am 20 years old. I own a rabbit named Pixie,an aquarium of fish, a Chihuahua named Gremlin, a cat named Ares, and a turtle named Scarecrow. <br> <br/> Right now I am trying to get my werewolf novel published as I plan to write books all my life. <br> <br/> I am 'Zen' Wiccan and chose to be so after years of atheism and exploring various other religions and philosophies. My fiance and I live in Charlotte, NC. He attends JWU to become a chef. <br> <br/> Life is good at last and I hope to do a lot with my life as an adult since my childhood was more than...*shifty glance* unsettling...Shall we say?
6MA5N3WBMJD7IEZQJLJR3NVSOA	I'm 16 i live in Detroit Michigan i have a 2 month old daughter my fav color is purple and i'm a leo
6BOKP2TDILPWIKV7RBUMQXBPRY	im 19 ride atvs dirt bikes love my street bike no homo right now chillin in some sexy weather in florida;] <br> <br/> <br> <br/> im from long island new york
6IGDSUATNCPOKAW2C7UNET6ACI	Name- Blake <br> <br/> Location- Ontario, Canada <br> <br/> Age- 18 <br> <br/> Favorite Sports- Football, Tennis, Baseball <br> <br/> Idol- Lance Armstrong, Brett Favre <br> <br/> Favorite sports Team- Greenbay Packers <br> <br/> Hair Color- Brown <br> <br/> Eyes- Brown <br> <br/> Height- 5'11 <br> <br/> Shoe Size- 12 <br> <br/> Favorite Clothing Brand- Nike <br> <br/> Favorite Saying- LIVEstrong <br> <br/> What I want to be when I grow up- Stock Broker <br> <br/> <br> <br/> <br> <br/> <br> <br/> <br> <br/> <br> <br/> Email- <br> <br/> <br> <br/> Livestrong91101@gmail.com <br> <br/> <br> <br/> Feel free to contact me Im always up for answering questions!. <br> <br/> <br> <br/> <br> <br/> <br> <br/> <a href="http://profiles.yahoo.com/livestrong911">http://profiles.yahoo.com/livestrong911</a>
6MXSWTYWSEDI63XT4GWJP3WHO4	I Work with young people (mentor) and will help any one who needs it if you have a question (private)feel free to ask me and I will always give an honest non judgemental reply Dave <br> <br/> P.S need help tracking down anyone conected With the Bryn Alyn Community homes in North Wales Thanks
62PMK5AWQQWZCS3KH2ZCDJ4SUI	I'm a California Emergency Medical Technician working toward becoming a paramedic. <br> <br/> <br> <br/> I am also a photographer - You can sample my work at www.Flickr.com/JkMorley
6GJFXHVOHQIX3DY35RDB7VCJTQ	I'm 24. <br> <br/> I live in Sacramento, California. <br> <br/> I have lived in Tucson, Arizona. <br> <br/> I work as an engineer for the IT department at a large hospital group. <br> <br/> I have a BS in Criminal Justice and a minor in English Rhetoric. <br> <br/> I am a proud Republican and firm supporter of George W. Bush. <br> <br/> I am the best friend of a Marine and the brother of a Soldier. <br> <br/> I am an LA Dodgers fan, Sacramento Kings fan, Green Bay Packers fan, Oakland Raiders fan, and an Arizona Wildcat fan. <br> <br/> I have a shepherd mix dog named Koda, and a betta named Frank.
